,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
367,Goodbye Christopher Robin,2017,PG,29 Sep 2017,107 min,"Biography, Drama, Family",Simon Curtis,"Frank Cottrell Boyce, Simon Vaughan","Domhnall Gleeson, Margot Robbie, Kelly Macdonald","The relationship between writer AA Milne and his son, Christopher Robin, and how this became the inspiration for Winnie the Pooh.",English,United Kingdom,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BOTU3MDQ0YjctNzgxYS00ZDk2LWE2NTUtODU1ODgyNGZiNWI0XkEyXkFqcGdeQXVyNzkzODk2Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,7.1,"26,701",tt1653665,movie,23 Jan 2018,"$1,735,251",N/A,N/A,True,,
368,Table 19,2017,PG-13,03 Mar 2017,87 min,"Comedy, Drama, Romance",Jeffrey Blitz,"Mark Duplass, Jay Duplass, Jeffrey Blitz","Anna Kendrick, Lisa Kudrow, Craig Robinson","Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway, only to find herself seated with five fellow unwanted guests at the dreaded Table",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BNzQzNzI3NzkzMl5BMl5BanBnXkFtZTgwMjA4MzczOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.8,"27,816",tt1412528,movie,13 Jun 2017,"$3,614,896",N/A,N/A,True,,
369,Father Figures,2017,R,22 Dec 2017,113 min,"Comedy, Drama",Lawrence Sher,Justin Malen,"Owen Wilson, Ed Helms, Glenn Close","Upon learning that their mother has been lying to them for years about their allegedly deceased father, two fraternal twin brothers hit the road in order to find him.","English, Hawaiian",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMjA3MDQ4MDI1M15BMl5BanBnXkFtZTgwMDYxMjcxNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",22,5.5,"19,371",tt1966359,movie,03 Apr 2018,"$17,501,244",N/A,N/A,True,,
370,Kidnap,2017,R,04 Aug 2017,95 min,"Action, Crime, Drama",Luis Prieto,Knate Lee,"Halle Berry, Sage Correa, Chris McGinn",A mother stops at nothing to recover her kidnapped son.,English,United States,2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTcyNDgyODEzOV5BMl5BanBnXkFtZTgwMTI4MTA2MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.9,"36,222",tt1458169,movie,31 Oct 2017,"$30,971,040",N/A,N/A,True,,
371,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
372,Ghost Stories,2017,Not Rated,20 Apr 2018,98 min,"Drama, Horror","Jeremy Dyson, Andy Nyman","Jeremy Dyson, Andy Nyman","Samuel Bottomley, Deborah Wastell, Amy Doyle",Skeptical professor Phillip Goodman embarks on a trip to the terrifying after being given a file with details of three unexplained cases of apparitions.,English,United Kingdom,1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTA4OWQ0NGYtNDgxNC00MzI4LTgzNzktYzAxMDcyMGI3OTFmXkEyXkFqcGdeQXVyNTIyODMzMzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.4,"33,586",tt5516328,movie,17 Jul 2018,"$148,747",N/A,N/A,True,,
373,Churchill,2017,PG,02 Jun 2017,105 min,"Biography, Drama, History",Jonathan Teplitzky,Alex von Tunzelmann,"Brian Cox, Miranda Richardson, John Slattery","Ninety-six hours before the World War II invasion of Normandy, British Prime Minister Winston Churchill struggles with his severe reservations with Operation Overlord and his increasingly marginalized role in the war effort.",English,United Kingdom,1 win,https://m.media-amazon.com/images/M/MV5BZGYyN2IyMzctZGNiMi00Y2VmLWFjNGItYTk3NzdkNDAwYTUyXkEyXkFqcGdeQXVyNzY1NzQ2MDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.1,"16,788",tt2674454,movie,03 Oct 2017,"$1,281,258",N/A,N/A,True,,
374,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
375,The Bookshop,2017,PG,24 Aug 2018,113 min,Drama,Isabel Coixet,"Isabel Coixet, Penelope Fitzgerald","Emily Mortimer, Bill Nighy, Hunter Tremayne","England 1959. In a small East Anglian town, Florence Green decides, against polite but ruthless local opposition, to open a bookshop.",English,"United Kingdom, Spain, Germany, France",14 wins & 33 nominations,https://m.media-amazon.com/images/M/MV5BNDIzYjIyMGEtYzIyZS00OGY3LWI5ODYtN2M1YjAxOTA5OTgzXkEyXkFqcGdeQXVyMzI3MDEzMzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.5,"14,536",tt3127022,movie,15 Jan 2019,"$1,588,150",N/A,N/A,True,,
376,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
377,A Bad Moms Christmas,2017,R,01 Nov 2017,104 min,Comedy,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore","Mila Kunis, Kristen Bell, Kathryn Hahn","As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas.","English, Japanese","United States, China",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTUwNTA4MDMxNl5BMl5BanBnXkFtZTgwMjE4NjQ0MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,5.6,"49,248",tt6359956,movie,06 Feb 2018,"$72,110,659",N/A,N/A,True,,
378,Loveless,2017,R,01 Jun 2017,127 min,Drama,Andrey Zvyagintsev,"Oleg Negin, Andrey Zvyagintsev","Maryana Spivak, Vladimir Vdovichenkov, Marina Vasileva",A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.,"Russian, Portuguese, Uzbek","Russia, France, Germany, Belgium",Nominated for 1 Oscar. 25 wins & 47 nominations total,https://m.media-amazon.com/images/M/MV5BZTM3ODQ3YmQtYWE3NC00MjBmLWEzYTYtMWRlN2MzMWI2NWQxXkEyXkFqcGdeQXVyMjI0Mjg2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.6,"32,197",tt6304162,movie,12 Jun 2018,"$566,356",N/A,N/A,True,,
379,Captain Underpants: The First Epic Movie,2017,PG,02 Jun 2017,89 min,"Animation, Action, Adventure",David Soren,"Nicholas Stoller, Dav Pilkey, David Soren","Kevin Hart, Thomas Middleditch, Ed Helms","Two overly imaginative pranksters named George and Harold hypnotize their principal into thinking he's a ridiculously enthusiastic, incredibly dimwitted superhero named Captain Underpants.","English, German","United States, Canada, France, United Kingdom, India",3 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BMjE1MzM2NzgzNV5BMl5BanBnXkFtZTgwODU3NTI0MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.2,"27,057",tt2091256,movie,12 Sep 2017,"$73,921,000",N/A,N/A,True,,
380,Beatriz at Dinner,2017,R,09 Jun 2017,82 min,"Comedy, Drama",Miguel Arteta,Mike White,"Salma Hayek, John Lithgow, Connie Britton",A holistic medicine practitioner attends a wealthy client's dinner party after her car breaks down.,"English, Spanish",United States,2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BNDU3M2EwZWEtMGQxZS00NmFjLTlhMDItMDU5NGU1MGUyZmVmXkEyXkFqcGdeQXVyNjU2NTMxOTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.0,"9,791",tt5929750,movie,12 Sep 2017,"$7,115,854",N/A,N/A,True,,
381,Wish Upon,2017,PG-13,14 Jul 2017,90 min,"Drama, Fantasy, Horror",John R. Leonetti,Barbara Marshall,"Joey King, Ryan Phillippe, Ki Hong Lee",A teenage girl discovers a box that carries magic powers and a deadly price for using them.,English,"United States, Canada",2 nominations,https://m.media-amazon.com/images/M/MV5BOGQxN2NlMWItNzMyOC00ODYxLThkNDktMWQ0ZjA2MjQyYjIwXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,5.0,"20,066",tt5322012,movie,10 Oct 2017,"$14,301,505",N/A,N/A,True,,
382,Super Dark Times,2017,Not Rated,29 Sep 2017,103 min,"Crime, Drama, Horror",Kevin Phillips,"Ben Collins, Luke Piotrowski","Owen Campbell, Charlie Tahan, Elizabeth Cappuccino","Teenagers Zach and Josh have been best friends their whole lives, but when a gruesome accident leads to a cover-up, the secret drives a wedge between them and propels them down a rabbit hole of escalating paranoia and violence.",English,United States,4 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjA4NzU2ODA5OF5BMl5BanBnXkFtZTgwNTk1ODkwMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.6,"21,910",tt5112578,movie,03 Oct 2017,"$33,109",N/A,N/A,True,,
383,Blade of the Immortal,2017,R,03 Nov 2017,140 min,"Action, Drama, Fantasy",Takashi Miike,"Hiroaki Samura, Tetsuya Oishi","Takuya Kimura, Hana Sugisaki, Sôta Fukushi","Cursed with a life of immortality, a samurai is tasked by a young girl to help avenge the death of her father. Based on the manga series by Hiroaki Samura.",Japanese,"Japan, United Kingdom, South Korea",1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BYzIwYmJlMjktMzJiMy00YmQzLThmNWYtNWY3NGViZjc4MzYwXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.8,"17,110",tt5084170,movie,13 Feb 2018,"$150,532",N/A,N/A,True,,
384,Journey's End,2017,R,02 Feb 2018,107 min,"Drama, War",Saul Dibb,"Simon Reade, R.C. Sherriff, Vernon Bartlett","Paul Bettany, Sam Claflin, Stephen Graham","Set in a dugout in Aisne in 1918, it is the story of a group of British officers, led by the mentally disintegrating young officer Stanhope, as they await their fate.","English, German, French",United Kingdom,4 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BOTAyZDBiYjktMTdlZi00MGQ5LWE5NmItYjI3YWMwN2I0NjYxXkEyXkFqcGdeQXVyNjUzODM0ODI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.7,"9,389",tt3780500,movie,17 Jun 2018,"$161,796",N/A,N/A,True,,
385,Godard Mon Amour,2017,R,25 Jun 2019,107 min,"Biography, Comedy, Drama",Michel Hazanavicius,"Michel Hazanavicius, Anne Wiazemsky","Louis Garrel, Stacy Martin, Bérénice Bejo","In 1967, during the making of ""La Chinoise,"" film director Jean-Luc Godard falls in love with 19-year-old actress Anne Wiazemsky and marries her.","French, English, Italian, Czech","France, Myanmar",10 nominations,https://m.media-amazon.com/images/M/MV5BYTNkNGQ0MDctNGNjMS00Y2NhLTk4MTItYjMyMDczZWVjMTJkXkEyXkFqcGdeQXVyNjc0MzY3NTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.6,"5,149",tt5687334,movie,04 Sep 2018,"$82,264",N/A,N/A,True,,
386,Marshall,2017,PG-13,13 Oct 2017,118 min,"Biography, Crime, Drama",Reginald Hudlin,"Michael Koskoff, Jacob Koskoff","Chadwick Boseman, Josh Gad, Kate Hudson","The story of Thurgood Marshall, the crusading lawyer who would become the first African-American Supreme Court Justice, as he battles through one of his career-defining cases.",English,"United States, China, Hong Kong",Nominated for 1 Oscar. 4 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BNzg3YTc4N2ItZmZkZS00OWE1LWIyNGMtNzYzZWQzMzVkZWI2XkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.3,"23,362",tt5301662,movie,09 Jan 2018,"$10,051,659",N/A,N/A,True,,
387,BPM (Beats Per Minute),2017,Not Rated,20 Oct 2017,143 min,Drama,Robin Campillo,"Robin Campillo, Philippe Mangeot","Nahuel Pérez Biscayart, Arnaud Valois, Adèle Haenel",Members of the advocacy group ACT UP Paris demand action by the government and pharmaceutical companies to combat the AIDS epidemic in the early 1990s.,French,France,50 wins & 57 nominations,https://m.media-amazon.com/images/M/MV5BZWM2NTcxM2QtOTYxMC00OTllLWJhN2MtODBjNjA2Y2FjYmU1XkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.4,"14,882",tt6135348,movie,23 Jan 2018,"$125,189",N/A,N/A,True,,
388,Lean on Pete,2017,R,06 Apr 2018,121 min,"Adventure, Drama, Family",Andrew Haigh,"Andrew Haigh, Willy Vlautin","Charlie Plummer, Amy Seimetz, Travis Fimmel","A teenager gets a summer job working for a horse trainer and befriends the fading racehorse, Lean on Pete.","English, Spanish",United Kingdom,11 wins & 18 nominations,https://m.media-amazon.com/images/M/MV5BNWRiYzYxNTEtYmU5My00M2Q5LTk5Y2ItZjhkMTZmNjVhYmFhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.2,"12,354",tt5340300,movie,03 Jul 2018,"$1,163,056",N/A,N/A,True,,
389,Memoir of a Murderer,2017,Not Rated,08 Sep 2017,118 min,"Action, Crime, Drama",Shin-yeon Won,"Jo-yun Hwang, Young-ha Kim","Sol Kyung-gu, Nam-gil Kim, Seol-Hyun Kim",A former serial killer with Alzheimer's fights to protect his daughter from her psychotic boyfriend.,Korean,South Korea,3 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BNGY2MDkzMTctMjI3Mi00ODM0LWExNDktNGJlNDI2OGU2OTExXkEyXkFqcGdeQXVyNTUxNTI3MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"8,583",tt5729348,movie,19 Dec 2017,"$91,335",N/A,N/A,True,,
390,Take Me,2017,TV-MA,05 May 2017,83 min,"Comedy, Crime, Mystery",Pat Healy,Mike Makowsky,"Pat Healy, Taylor Schilling, Alycia Delmore",Ray is a fledgling entrepreneur who specializes in high-end simulated abductions. He jumps at the chance when a mysterious client contracts him for a weekend kidnapping with a handsome payday at the end. But the job isn't all that it,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTQ5Mjc1NzIzMF5BMl5BanBnXkFtZTgwOTg3NDEwMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.1,"5,354",tt6598626,movie,02 May 2017,"$2,583",N/A,N/A,True,,
391,The Last Movie Star,2017,R,30 Mar 2018,94 min,Drama,Adam Rifkin,Adam Rifkin,"Burt Reynolds, Ariel Winter, Clark Duke","An aging former movie star is forced to face the reality that his glory days are behind him. On its surface, the film is a tale about faded fame. At its core, it's a universal story about growing old.",English,United States,3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BNzc4ODYwMjEwNV5BMl5BanBnXkFtZTgwNTg1Mjg1NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,7.0,"3,916",tt5836316,movie,27 Mar 2018,"$14,410",N/A,N/A,True,,
392,On Chesil Beach,2017,R,18 May 2018,110 min,"Drama, Music, Romance",Dominic Cooke,Ian McEwan,"Billy Howle, Saoirse Ronan, Andy Burse","In 1962 England, a young couple find their idyllic romance colliding with issues of sexual freedom and societal pressure, leading to an awkward and fateful wedding night.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMzQ1MjI5OTg1M15BMl5BanBnXkFtZTgwMzIyODc4NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.3,"10,846",tt1667321,movie,07 Aug 2018,"$745,971",N/A,N/A,True,,
393,Breath,2007,N/A,29 Apr 2007,84 min,Drama,Kim Ki-duk,Kim Ki-duk,"Chang Chen, In-Hyeong Gang, Ha Jung-woo","A love story involving a convicted prisoner who ""slowly falls for a woman who decorates his prison cell"".",Korean,South Korea,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BYTYyYWM4Y2ItOWZjNy00NmQyLTlhN2UtYjFhYTRmYzRlNzExXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,6.9,"4,806",tt0901475,movie,22 Nov 2011,N/A,N/A,N/A,True,,
394,The Villainess,2017,Not Rated,08 Jun 2017,124 min,"Action, Crime, Drama",Byung-gil Jung,"Byeong-sik Jung, Byung-gil Jung","Kim Ok-bin, Shin Ha-kyun, Sung Jun",A female assassin leaves a trail of bodies behind her as she seeks revenge.,Korean,South Korea,6 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BZGFlNDViM2QtOTk1ZC00ZDk3LWFhODctZjAwYjdiZDgyNzE2XkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.7,"13,748",tt6777338,movie,21 Nov 2017,"$27,741",N/A,N/A,True,,
395,How to Talk to Girls at Parties,2017,R,25 May 2018,102 min,"Comedy, Music, Romance",John Cameron Mitchell,"Philippa Goslett, John Cameron Mitchell, Neil Gaiman","Elle Fanning, Alex Sharp, Nicole Kidman",An alien touring the galaxy breaks away from her group and meets two young inhabitants of the most dangerous place in the universe: the London suburb of Croydon.,English,"United Kingdom, United States",9 nominations,https://m.media-amazon.com/images/M/MV5BMWZkYTllMjctM2E0ZS00NTNjLWE2YjQtODY4YWZjMDJiODVhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,5.7,"10,679",tt3859310,movie,05 Jun 2018,"$84,809",N/A,N/A,True,,
396,Amityville: The Awakening,2017,PG-13,12 Oct 2017,87 min,"Horror, Thriller",Franck Khalfoun,Franck Khalfoun,"Jennifer Jason Leigh, Bella Thorne, Mckenna Grace","A desperate single mother moves with her three children into the notorious, supposedly haunted, real-life Amityville house to try and use its dark powers to cure her comatose son. Things go horribly wrong.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMjQwOTI3Nzk5OV5BMl5BanBnXkFtZTgwMzY3NDMyODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,4.8,"13,782",tt1935897,movie,14 Nov 2017,$742,N/A,N/A,True,,
397,The Resurrection of Gavin Stone,2017,PG,20 Jan 2017,91 min,"Comedy, Drama, Family",Dallas Jenkins,Andrea Gyertson Nasfell,"Brett Dalton, Anjelah Johnson-Reyes, Neil Flynn","A washed-up former child star, forced to do community service at a local megachurch, pretends to be a Christian to land the part of Jesus in their annual Passion Play, only to discover that the most important role of his life is far ",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMTUxNDY4OTcxMV5BMl5BanBnXkFtZTgwNTIwNzczMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,6.3,"2,162",tt4902904,movie,02 May 2017,"$2,303,792",N/A,N/A,True,,
398,The Bye Bye Man,2017,PG-13,13 Jan 2017,96 min,"Drama, Fantasy, Horror",Stacy Title,"Jonathan Penner, Robert Damon Schneck","Douglas Smith, Lucien Laviscount, Cressida Bonas",Three friends stumble upon the horrific origins of a mysterious figure they discover is the root cause of the evil behind unspeakable acts.,English,"United States, China",N/A,https://m.media-amazon.com/images/M/MV5BMTcxOTE5NzQwNF5BMl5BanBnXkFtZTgwOTMzMTc1ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,4.2,"23,307",tt4030600,movie,25 Apr 2017,"$22,395,806",N/A,N/A,True,,
