,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons,Error
336,My Week with Marilyn,2011,R,23 Dec 2011,99 min,"Biography, Drama",Simon Curtis,"Adrian Hodges, Colin Clark","Michelle Williams, Eddie Redmayne, Kenneth Branagh","Colin Clark, an employee of Sir Laurence Olivier, documents the tense interaction between Olivier and Marilyn Monroe during the production of The Prince and the Showgirl (1957).","English, French","United Kingdom, United States",Nominated for 2 Oscars. 18 wins & 64 nominations total,https://m.media-amazon.com/images/M/MV5BMTYzODYwOTIzOV5BMl5BanBnXkFtZTcwODE2NjAwNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.9,"85,869",tt1655420,movie,06 Mar 2012,"$14,600,347",N/A,N/A,True,,
337,This Must Be the Place,2011,R,24 Aug 2011,118 min,"Adventure, Comedy, Drama",Paolo Sorrentino,"Paolo Sorrentino, Umberto Contarello","Sean Penn, Frances McDormand, Judd Hirsch","Cheyenne, a retired rock star living off his royalties in Dublin, returns to New York City to find the man responsible for a humiliation suffered by his recently deceased father during W.W.II.","English, Hebrew","Italy, France, Ireland",19 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BZDY2NDA0OTktYmIxYS00NzNkLWEyNzctMzFmYWVjMWQ2Y2Q5XkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.7,"34,420",tt1440345,movie,12 Mar 2013,"$143,979",N/A,N/A,True,,
338,Butter,2011,R,18 Oct 2012,90 min,"Comedy, Drama",Jim Field Smith,Jason A. Micallef,"Jennifer Garner, Yara Shahidi, Ty Burrell","In Iowa, a girl in foster care discovers her talent for butter carving and finds herself pitted against an ambitious local woman in their town's annual contest.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTQxMjY1NzI4M15BMl5BanBnXkFtZTcwNTg4MTMzOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.2,"21,492",tt1349451,movie,04 Dec 2012,"$105,018",N/A,N/A,True,,
339,Bernie,2011,PG-13,22 Jun 2012,104 min,"Biography, Comedy, Crime",Richard Linklater,"Skip Hollandsworth, Richard Linklater","Jack Black, Shirley MacLaine, Matthew McConaughey","In small-town Texas, an affable mortician strikes up a friendship with a wealthy widow, though when she starts to become controlling, he goes to great lengths to separate himself from her grasp.",English,United States,10 wins & 19 nominations,https://m.media-amazon.com/images/M/MV5BMTk2NDEwODU5M15BMl5BanBnXkFtZTcwNDMwNzc0Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.8,"59,494",tt1704573,movie,21 Aug 2012,"$9,206,470",N/A,N/A,True,,
340,Season of the Witch,2011,PG-13,07 Jan 2011,95 min,"Action, Adventure, Fantasy",Dominic Sena,Bragi F. Schut,"Nicolas Cage, Ron Perlman, Claire Foy","Fourteenth century knights transport a suspected witch to a monastery, where monks deduce her powers could be the source of the Black Plague.","English, Latin",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMzc3MjYxNzg2N15BMl5BanBnXkFtZTcwNzQyMTkwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28,5.4,"92,893",tt0479997,movie,28 Jun 2011,"$24,827,228",N/A,N/A,True,,
341,Silent House,2011,R,09 Mar 2012,86 min,"Drama, Horror, Mystery","Chris Kentis, Laura Lau","Gustavo Hernández, Laura Lau, Oscar Estévez","Elizabeth Olsen, Adam Trese, Eric Sheffer Stevens",A girl is trapped inside her family's lakeside retreat and becomes unable to contact the outside world as supernatural forces haunt the house with mysterious energy and consequences.,English,"United States, France",1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTUzOTc2NjQ3MV5BMl5BanBnXkFtZTcwNzk3ODUzNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,5.3,"22,567",tt1767382,movie,13 Sep 2011,"$12,754,783",N/A,N/A,True,,
342,Winnie the Pooh,2011,G,15 Jul 2011,63 min,"Animation, Adventure, Comedy","Stephen J. Anderson, Don Hall","Stephen J. Anderson, Clio Chiang, Don Dougherty","Jim Cummings, Craig Ferguson, John Cleese","While searching for honey, Pooh and his friends embark on an adventure to find Eeyore's missing tail and rescue Christopher Robin from an unknown monster called The Backson.",English,United States,2 wins & 25 nominations,https://m.media-amazon.com/images/M/MV5BYzBlYTJkMGQtYzQ4MS00Zjk3LTk4MmEtYTZiNTEzNmRlMjUxXkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.2,"23,904",tt1449283,movie,25 Oct 2011,"$26,692,846",N/A,N/A,True,,
343,Hobo with a Shotgun,2011,Not Rated,12 May 2011,86 min,"Action, Comedy, Horror",Jason Eisener,John Davies,"Rutger Hauer, Pasha Ebrahimi, Robb Wells","A homeless vigilante blows away crooked cops, pedophile Santas, and other scumbags with his trusty pump-action shotgun.",English,Canada,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTcxMDkxNTMwNl5BMl5BanBnXkFtZTcwMzc5MjUzNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.1,"45,603",tt1640459,movie,05 Jul 2011,"$703,372",N/A,N/A,True,,
344,The Eagle,2011,PG-13,11 Feb 2011,114 min,"Action, Adventure, Drama",Kevin Macdonald,"Jeremy Brock, Rosemary Sutcliff","Channing Tatum, Jamie Bell, Donald Sutherland","In Roman-ruled Britain, a young Roman soldier endeavors to honor his father's memory by finding his lost legion's golden emblem.","English, Gaelic","United Kingdom, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BMTY1MjYwNTQ4Ml5BMl5BanBnXkFtZTcwMjYwNzAxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.2,"68,593",tt1034389,movie,21 Jun 2011,"$19,490,041",N/A,N/A,True,,
345,The Rum Diary,2011,R,28 Oct 2011,119 min,"Comedy, Drama",Bruce Robinson,"Bruce Robinson, Hunter S. Thompson","Johnny Depp, Giovanni Ribisi, Aaron Eckhart",American journalist Paul Kemp takes on a freelance job in Puerto Rico for a local newspaper during the 1960s and struggles to find a balance between island culture and the expatriates who live there.,"English, Spanish, German","United States, United Kingdom",2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTM5ODA4MjYxM15BMl5BanBnXkFtZTcwMTM3NTE5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.2,"101,339",tt0376136,movie,14 Feb 2012,"$13,109,815",N/A,N/A,True,,
346,Spy Kids 4-D: All the Time in the World,2011,PG,19 Aug 2011,89 min,"Animation, Action, Adventure",Robert Rodriguez,Robert Rodriguez,"Jessica Alba, Jeremy Piven, Joel McHale","A retired spy is called back into action, and to bond with her new step-children, she invites them along for the adventure to stop the evil Timekeeper from taking over the world.",English,United States,6 nominations,https://m.media-amazon.com/images/M/MV5BMTgwOTk1NjQ0NV5BMl5BanBnXkFtZTcwNTk4MDI3NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,3.5,"24,680",tt1517489,movie,15 Nov 2011,"$38,538,188",N/A,N/A,True,,
347,The Divide,2011,R,20 Apr 2012,112 min,"Drama, Horror, Sci-Fi",Xavier Gens,"Karl Mueller, Eron Sheean","Lauren German, Michael Biehn, Milo Ventimiglia","Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.",English,"United States, Germany, Canada, France",1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BMjMwNjcxODY5OV5BMl5BanBnXkFtZTcwMDA1OTg4Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28,5.8,"36,495",tt1535616,movie,17 Apr 2012,N/A,N/A,N/A,True,,
348,Red Riding Hood,2011,PG-13,11 Mar 2011,100 min,"Fantasy, Horror, Mystery",Catherine Hardwicke,David Leslie Johnson-McGoldrick,"Amanda Seyfried, Lukas Haas, Gary Oldman","Set in a medieval village that is haunted by a werewolf, a young girl falls for an orphaned woodcutter, much to her family's displeasure.",English,"United States, Canada",5 nominations,https://m.media-amazon.com/images/M/MV5BMTc4NjYyMzQ5MV5BMl5BanBnXkFtZTcwNjE5Mjc3NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,5.5,"110,639",tt1486185,movie,14 Jun 2011,"$37,662,162",N/A,N/A,True,,
349,The Roommate,2011,PG-13,04 Feb 2011,91 min,Thriller,Christian E. Christiansen,Sonny Mallhi,"Minka Kelly, Leighton Meester, Cam Gigandet","When college freshman Sara arrives on campus for the first time, she befriends her roommate, Rebecca, unaware that the girl is becoming dangerously obsessed with her.",English,United States,7 nominations,https://m.media-amazon.com/images/M/MV5BNDg1MTQ4ZmYtYmUyNi00YTJiLTg1YTItYWUwNWY4NjZmOTdjXkEyXkFqcGdeQXVyMTA5NTExNDAw._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",23,4.8,"38,051",tt1265990,movie,17 May 2011,"$37,300,000",N/A,N/A,True,,
350,Salmon Fishing in the Yemen,2011,PG-13,20 Apr 2012,107 min,"Comedy, Drama, Romance",Lasse Hallström,"Simon Beaufoy, Paul Torday, Fuad Al-Qrize","Ewan McGregor, Emily Blunt, Amr Waked",A fisheries expert is approached by a consultant to help realize a sheik's vision of bringing the sport of fly-fishing to the desert and embarks on an upstream journey of faith and fish to prove the impossible possible.,"English, Arabic, Mandarin",United Kingdom,6 nominations,https://m.media-amazon.com/images/M/MV5BMTYxMzA2NTU5MF5BMl5BanBnXkFtZTcwMjI0MDI0Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.8,"63,863",tt1441952,movie,17 Jul 2012,"$9,047,981",N/A,N/A,True,,
351,Monte Carlo,2011,PG,01 Jul 2011,109 min,"Adventure, Comedy, Family",Thomas Bezucha,"Thomas Bezucha, April Blair, Maria Maggenti","Selena Gomez, Leighton Meester, Katie Cassidy",Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.,English,"Hungary, United States, France",5 nominations,https://m.media-amazon.com/images/M/MV5BMjE4NjM3NjI1Nl5BMl5BanBnXkFtZTcwNjA5MzY1NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,5.8,"43,682",tt1067774,movie,18 Oct 2011,"$23,186,769",N/A,N/A,True,,
352,The Rite,2011,PG-13,28 Jan 2011,114 min,"Drama, Horror, Mystery",Mikael Håfström,"Michael Petroni, Matt Baglio","Colin O'Donoghue, Anthony Hopkins, Ciarán Hinds",American seminary student Michael Kovak (Colin O'Donaghue) travels to Italy to take an exorcism course.,"English, Welsh, Italian, Latin, Russian, Hungarian","United States, Hungary, Italy",1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTcxNTAxMTMzNF5BMl5BanBnXkFtZTcwMjQ1MDAxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,6.0,"95,606",tt1161864,movie,17 May 2011,"$33,047,633",N/A,N/A,True,,
353,New Year's Eve,2011,PG-13,09 Dec 2011,118 min,"Comedy, Romance",Garry Marshall,Katherine Fugate,"Sarah Jessica Parker, Jessica Biel, Ashton Kutcher",The lives of several couples and singles in New York City intertwine over the course of New Year's Eve.,English,United States,2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMjI2Mzg2MDQxOV5BMl5BanBnXkFtZTcwNzc3NTY5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",22,5.7,"85,000",tt1598822,movie,01 May 2012,"$54,544,638",N/A,N/A,True,,
354,Sound of My Voice,2011,R,03 Aug 2012,85 min,"Drama, Mystery, Sci-Fi",Zal Batmanglij,"Zal Batmanglij, Brit Marling","Christopher Denham, Nicole Vicius, Brit Marling",Two documentary filmmakers attempt to penetrate a cult who worships a woman who claims to be from the future.,English,United States,1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTExMzcwODc5NDBeQTJeQWpwZ15BbWU3MDQ2MzU2NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.6,"21,734",tt1748207,movie,02 Oct 2012,"$408,015",N/A,N/A,True,,
355,W.E.,2011,R,20 Jan 2012,119 min,"Drama, History, Romance",Madonna,"Madonna, Alek Keshishian","Abbie Cornish, James D'Arcy, Andrea Riseborough","The affair between King Edward VIII and American divorcée Wallis Simpson, and a contemporary romance between a married woman and a Russian security guard.","English, French, Russian",United Kingdom,Nominated for 1 Oscar. 4 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMTQyMzMyMjkwM15BMl5BanBnXkFtZTcwNzIyODkxNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,6.3,"12,727",tt1536048,movie,01 May 2012,"$583,455",N/A,N/A,True,,
356,Goon,2011,R,24 Feb 2012,92 min,"Comedy, Drama, Sport",Michael Dowse,"Jay Baruchel, Evan Goldberg, Adam Frattasio","Seann William Scott, Jay Baruchel, Alison Pill","Labeled an outcast by his brainy family, a bouncer overcomes long odds to lead a team of under performing misfits to semi-pro hockey glory, beating the crap out of everything that stands in his way.","English, French","United States, Canada",1 win & 13 nominations,https://m.media-amazon.com/images/M/MV5BMTcxOTQwMTQ3MF5BMl5BanBnXkFtZTcwMDcyOTQwNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.8,"86,016",tt1456635,movie,29 May 2012,"$4,168,528",N/A,N/A,True,,
357,Extremely Loud & Incredibly Close,2011,PG-13,20 Jan 2012,129 min,"Adventure, Drama, Mystery",Stephen Daldry,"Eric Roth, Jonathan Safran Foer","Thomas Horn, Tom Hanks, Sandra Bullock","A nine-year-old amateur inventor, Francophile, and pacifist searches New York City for the lock that matches a mysterious key left behind by his father, who died in the World Trade Center on September 11, 2001.",English,United States,Nominated for 2 Oscars. 8 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BMTUxNzYwMTE3NV5BMl5BanBnXkFtZTcwMDY2NzU4Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.9,"100,663",tt0477302,movie,27 Mar 2012,"$31,847,881",N/A,N/A,True,,
358,Alvin and the Chipmunks: Chipwrecked,2011,G,16 Dec 2011,87 min,"Animation, Adventure, Comedy",Mike Mitchell,"Jonathan Aibel, Glenn Berger, Ross Bagdasarian","Justin Long, Matthew Gray Gubler, Jesse McCartney","Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",English,United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTNiMGI2YWMtNTg0ZS00NDg4LWE5ZTgtMjhiMjIzYzVlYTE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",24,4.4,"34,111",tt1615918,movie,27 Mar 2012,"$133,110,742",N/A,N/A,True,,
359,House of Tolerance,2011,Not Rated,25 Nov 2011,122 min,Drama,Bertrand Bonello,Bertrand Bonello,"Noémie Lvovsky, Hafsia Herzi, Céline Sallette","At an elegant Parisian bordello at the dawn of the 20th century, exists a cloistered world of pleasure, pain, hope, rivalries, and most of all, slavery.",French,France,6 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BNTMzMDgwYWYtNjNiMy00OWYzLWI4M2QtNjg3YzYwMzc4MTliXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.7,"6,777",tt1660379,movie,13 Mar 2012,"$19,327",N/A,N/A,True,,
360,Our Idiot Brother,2011,R,26 Aug 2011,90 min,"Comedy, Drama",Jesse Peretz,"Jesse Peretz, Evgenia Peretz, David Schisgall","Paul Rudd, Elizabeth Banks, Zooey Deschanel",A comedy centered on an idealist who barges into the lives of his three sisters.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTU3NjM3Mzg0Ml5BMl5BanBnXkFtZTcwOTk4MDI3NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.4,"86,694",tt1637706,movie,02 Nov 2011,"$24,816,118",N/A,N/A,True,,
361,Weekend,2011,Not Rated,04 Nov 2011,97 min,"Drama, Romance",Andrew Haigh,Andrew Haigh,"Tom Cullen, Chris New, Jonathan Race","After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.",English,United Kingdom,24 wins & 23 nominations,https://m.media-amazon.com/images/M/MV5BNDE3MDQzNDA3Nl5BMl5BanBnXkFtZTcwMjk3NTU4Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.6,"29,599",tt1714210,movie,01 Apr 2014,"$484,592",N/A,N/A,True,,
362,360,2011,R,25 Jul 2012,110 min,"Drama, Thriller",Fernando Meirelles,"Peter Morgan, Arthur Schnitzler","Rachel Weisz, Jude Law, Anthony Hopkins","A modern and stylish kaleidoscope of interconnected love and relationships linking characters from different cities and countries in a vivid, suspenseful and deeply moving tale of romantic life in the 21st century.","English, German, Arabic, French, Portuguese, Russian, Slovak","United Kingdom, Austria, France, Canada, Brazil, United States",3 nominations,https://m.media-amazon.com/images/M/MV5BMTUwOTE5NjA5MV5BMl5BanBnXkFtZTcwMTcyNjk4Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.2,"16,710",tt1680045,movie,06 Nov 2012,"$100,343",N/A,N/A,True,,
363,Sanctum,2011,R,04 Feb 2011,108 min,"Action, Adventure, Drama",Alister Grierson,"John Garvin, Andrew Wight","Rhys Wakefield, Allison Cratchley, Christopher James Baker",An underwater cave diving team experiences a life-threatening crisis during an expedition to the unexplored and least accessible cave system in the world.,English,"United States, Australia",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTM4MjY1NTEyNV5BMl5BanBnXkFtZTcwMTc3MjcxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,5.9,"55,140",tt0881320,movie,07 Jun 2011,"$23,209,310",N/A,N/A,True,,
